city,region,latitude,longitude,accuracy.meters,year,flag,inat.person,notes,hyperlink,ID
warrenton,virginia,38.722135,-77.816819,23,2022,,correllscience,,https://www.inaturalist.org/observations/123892362,123892362
warrington,virginia,38.722135,-77.816819,23,2022,,correllscience,,https://www.inaturalist.org/observations/123892362,123892362
warrenton,west virginia,38.722135,-77.816819,23,2022,,correllscience,,https://www.inaturalist.org/observations/123892362,123892362
ithaca,new york,42.447703,-76.471191,23,2022,,elliot_meyers,,https://www.inaturalist.org/observations/118706646,118706646
ithaca,new york,42.447703,-76.471191,23,2022,,elliot_meyers,,https://www.inaturalist.org/observations/118706646,118706646
oxford,ohio,39.49777,-84.732613,21,2022,,botanyguy,,https://www.inaturalist.org/observations/118211003,118211003
oxford,ohio,39.49777,-84.732613,21,2022,,botanyguy,,https://www.inaturalist.org/observations/118211003,118211003
strathroy,ontario,42.965193,-81.61472,21,2022,,pfletcher25,,https://www.inaturalist.org/observations/119250662,119250662
strathroy,ontario,42.965193,-81.61472,21,2022,,pfletcher25,,https://www.inaturalist.org/observations/119250662,119250662
red hook,new york,42.027092,-73.836778,21,2022,,sarstern,,https://www.inaturalist.org/observations/118590122,118590122
red hook,new york,42.027092,-73.836778,21,2022,,sarstern,,https://www.inaturalist.org/observations/118590122,118590122
wilmington,new york,44.37062,-73.726295,20,2022,,nature_luver,,https://www.inaturalist.org/observations/120439406,120439406
leechburg,pennsylvania,40.623592,-79.611825,19,2022,y,vipergirl32,,https://www.inaturalist.org/observations/119919363,119919363
leechburg,pennsylvania,40.623592,-79.611825,19,2022,,vipergirl32,,https://www.inaturalist.org/observations/119919363,119919363
coleridge,north carolina,35.683462,-79.611611,19,2022,,ozarkakerzfarm,,https://www.inaturalist.org/observations/119091709,119091709
tyrone,pennsylvania,40.614192,-78.323417,19,2022,,is_sarah_reason,,https://www.inaturalist.org/observations/117793541,117793541
tyrone,pennsylvania,40.614192,-78.323417,19,2022,,is_sarah_reason,,https://www.inaturalist.org/observations/117793541,117793541
boston,masscheusettes,42.319142,-71.118667,18,2022,,jules81397,,https://www.inaturalist.org/observations/120195951,120195951
ames,iowa,42.03075,-93.67585,17,2022,,pendingdysphoria,,https://www.inaturalist.org/observations/118959679,118959679
frederickton,new brunswick,45.954658,-66.637362,17,2022,y,kitty12,,https://www.inaturalist.org/observations/119485059,119485059
webster city,iowa,42.47745,-93.819817,16,2022,,davidoutomuro,,https://www.inaturalist.org/observations/119165308,119165308
shrewsbury,ontario,42.265174,-81.938093,15,2022,y,susanberry,,https://www.inaturalist.org/observations/119673454,119673454
woodstock,vermont,43.622225,-72.521703,15,2022,y,ericcleveland,leaves clear,https://www.inaturalist.org/observations/123816042,123816042
onalaska,wisconsin,43.894643,-91.076218,14,2022,,vickisuemiller,,https://www.inaturalist.org/observations/120600889,120600889
erie,pennsylvania,42.107436,-80.090324,14,2022,,colson21,,https://www.inaturalist.org/observations/120682365,120682365
ithaca,new york,42.43178,-76.483528,14,2022,,afmata_2,,https://www.inaturalist.org/observations/118242469,118242469
ithaca,new york,42.43178,-76.483528,14,2022,,afmata_2,,https://www.inaturalist.org/observations/118242469,118242469
york,ontario,43.901055,-79.397544,13,2022,,jamesrobertson2,,https://www.inaturalist.org/observations/121442452,121442452
richmond hill,ontario,43.901055,-79.397544,13,2022,,jamesrobertson2,,https://www.inaturalist.org/observations/121442452,121442452
clarendon,new york,43.160837,-78.028995,12,2022,,emilystreicher,,https://www.inaturalist.org/observations/118972994,118972994
clarendon,new york,43.160837,-78.028995,12,2022,,emilystreicher,,https://www.inaturalist.org/observations/118972994,118972994
pittsburg,pennsylvania,40.415648,-79.974949,11,2022,y,mamaizl,,https://www.inaturalist.org/observations/119250066,119250066
toronto,ontario,43.698611,-79.347562,11,2022,,david3865,,https://www.inaturalist.org/observations/119456042,119456042
toronto,ontario,43.698611,-79.347562,11,2022,,david3865,,https://www.inaturalist.org/observations/119456042,119456042
meadow valley,california,39.922592,-121.069528,10,2022,,miles32,,https://www.inaturalist.org/observations/121963449,121963449
lafayette,indiana,40.413128,-86.884712,10,2022,,mularo1,,https://www.inaturalist.org/observations/117014184,117014184
dumfries,ontario,43.381437,-80.357553,10,2022,,mmacmillan,,https://www.inaturalist.org/observations/118818797,118818797
state college,pennsylvania,40.766349,-77.859811,10,2022,,islandella,,https://www.inaturalist.org/observations/121131641,121131641
ithaca,new york,42.431946,-76.48377,10,2022,,pagophila,,https://www.inaturalist.org/observations/120378593,120378593
wilmington,delaware,39.809157,-75.600363,10,2022,,liz_inthewoods,,https://www.inaturalist.org/observations/117472235,117472235
bradner,ohio,41.318909,-83.421929,9,2022,,metalpetal,,https://www.inaturalist.org/observations/118177089,118177089
bradner,ohio,41.318909,-83.421929,9,2022,,metalpetal,,https://www.inaturalist.org/observations/118177089,118177089
mustoe,virginia,38.311725,-79.659791,9,2022,,jrsweet,,https://www.inaturalist.org/observations/118016590,118016590
peterborough,ontario,44.3038,-78.337212,9,2022,,thomas1520,,https://www.inaturalist.org/observations/119628303,119628303
peterborough,ontario,44.3038,-78.337212,9,2022,,thomas1520,,https://www.inaturalist.org/observations/119628303,119628303
tioga county,pennsylvania,41.747085,-77.425151,9,2022,,kateblack8653,,https://www.inaturalist.org/observations/120256822,120256822
ithaca,new york,42.4388,-76.40963,9,2022,,mydadguyfieri,,https://www.inaturalist.org/observations/123333717,123333717
madison,wisconsin,43.082996,-89.381063,8,2022,,john883,,https://www.inaturalist.org/observations/119000459,119000459
madison,wisconsin,43.082996,-89.381063,8,2022,,john883,,https://www.inaturalist.org/observations/119000459,119000459
london,ontario,42.982189,-81.260035,8,2022,,sksakal,,https://www.inaturalist.org/observations/119141717,119141717
toronto,ontario,43.647839,-79.521746,8,2022,,danieljunderdown,,https://www.inaturalist.org/observations/118861201,118861201
toronto,ontario,43.647839,-79.521746,8,2022,,danieljunderdown,,https://www.inaturalist.org/observations/118861201,118861201
toronto,ontario,43.655656,-79.432177,8,2022,,amy9,,https://www.inaturalist.org/observations/118712628,118712628
toronto,ontario,43.655656,-79.432177,8,2022,,amy9,,https://www.inaturalist.org/observations/118712628,118712628
boalsburg,pennsylvania,40.775097,-77.792038,8,2022,,ecrisfield,,https://www.inaturalist.org/observations/118074088,118074088
boalsburg,pennsylvania,40.775097,-77.792038,8,2022,,ecrisfield,,https://www.inaturalist.org/observations/118074088,118074088
tweed,ontario,44.479277,-77.303334,8,2022,,jasonjdking,,https://www.inaturalist.org/observations/119322842,119322842
kingston,ontario,44.251594,-76.480498,8,2022,,jungmaria,,https://www.inaturalist.org/observations/118807764,118807764
shrewsbury,massachusetts,42.296977,-71.705831,8,2022,,nellio,,https://www.inaturalist.org/observations/122813907,122813907
amesbury,massachusetts,42.848765,-70.920183,8,2022,y,newenglandjonny,,https://www.inaturalist.org/observations/120500440,120500440
peterborough,ontario,44.282652,-78.342771,7,2022,,rsety,,https://www.inaturalist.org/observations/119737867,119737867
peterborough,ontario,44.282652,-78.342771,7,2022,,rsety,,https://www.inaturalist.org/observations/119737867,119737867
hastings,ontario,44.375965,-77.452508,7,2022,,jungmaria,,https://www.inaturalist.org/observations/119134482,119134482
centre hastings,ontario,44.375965,-77.452508,7,2022,,jungmaria,,https://www.inaturalist.org/observations/119134482,119134482
ottowa,ontario,45.41344,-75.66745,7,2022,,juliennecote,,https://www.inaturalist.org/observations/123280842,123280842
gatineau,ontario,45.446893,-75.651778,7,2022,,temporarium,,https://www.inaturalist.org/observations/119461751,119461751
ottowa,ontario,45.390583,-75.637588,7,2022,,patrocle,,https://www.inaturalist.org/observations/118590119,118590119
princeton,new jersey,40.358736,-74.669973,7,2022,,noramw,,https://www.inaturalist.org/observations/120568596,120568596
pittston,maine,44.160728,-69.698953,7,2022,,ashleydsumner,,https://www.inaturalist.org/observations/118965634,118965634
whitefield,maine,44.160728,-69.698953,7,2022,,ashleydsumner,,https://www.inaturalist.org/observations/118965634,118965634
cascade locks,maryland,39.714837,-77.50937,6,2022,,poissonperdu,,https://www.inaturalist.org/observations/119210848,119210848
cascade,maryland,39.714837,-77.50937,6,2022,,poisonperdu,,https://www.inaturalist.org/observations/119210848,119210848
ottowa,ontario,45.34417,-75.842894,6,2022,,wilders,,https://www.inaturalist.org/observations/120329186,120329186
ottowa,ontario,45.426405,-75.699058,6,2022,,markwhitcomb,,https://www.inaturalist.org/observations/124126770,124126770
catskill,new york,42.202433,-73.865538,6,2022,,jsmallphl,,https://www.inaturalist.org/observations/119441498,119441498
catskill,new york,42.202433,-73.865538,6,2022,,jsmallphl,,https://www.inaturalist.org/observations/119441498,119441498
vancouver,BC,49.320737,-123.045708,5,2022,,sophiakostiuk,,https://www.inaturalist.org/observations/121891765,121891765
decorah,iowa,43.296742,-91.807578,5,2022,,plott,,https://www.inaturalist.org/observations/119939238,119939238
decorah,iowa,43.296742,-91.807578,5,2022,,plott,,https://www.inaturalist.org/observations/119939238,119939238
belgium,wisconsin,43.492528,-87.792245,5,2022,,laurennicolep,,https://www.inaturalist.org/observations/122607072,122607072
michigan city,indiana,41.688103,-86.882545,5,2022,,adormire,,https://www.inaturalist.org/observations/118578556,118578556
bear river valley recreation area,michigan,45.366202,-84.96339,5,2022,y,friendofnature2,,https://www.inaturalist.org/observations/122207016,122207016
ann arbor,michigan,42.277113,-83.76567,5,2022,,kdnbr,,https://www.inaturalist.org/observations/120726218,120726218
ann arbor,michigan,42.287652,-83.720146,5,2022,,mel_gunal,,https://www.inaturalist.org/observations/119787587,119787587
richmond,michigan,42.900993,-82.766815,5,2022,y,bugwaste,,https://www.inaturalist.org/observations/119333740,119333740
allegheny county,pennsylvania,40.570035,-80.137756,5,2022,,karenbehboudi,,https://www.inaturalist.org/observations/119324001,119324001
mccandless,pennsylvania,40.570035,-80.137756,5,2022,,karenbehboudi,,https://www.inaturalist.org/observations/119324001,119324001
carroll township,pennsylvania,40.200413,-79.977169,5,2022,,haley385,,https://www.inaturalist.org/observations/118641608,118641608
carroll township,pennsylvania,40.200413,-79.977169,5,2022,,haley385,,https://www.inaturalist.org/observations/118641608,118641608
pittsburg,pennsylvania,40.542325,-79.906722,5,2022,,judystark,,https://www.inaturalist.org/observations/120714841,120714841
brampton,ontario,43.646338,-79.782857,5,2022,,c-elliott,,https://www.inaturalist.org/observations/120565784,120565784
peel,ontario,43.625935,-79.734194,5,2022,,rougebird,,https://www.inaturalist.org/observations/120364781,120364781
grantsville,maryland,39.650212,-79.176505,5,2022,,ekreiss,,https://www.inaturalist.org/observations/120049154,120049154
linden,virginia,38.91412,-78.101364,5,2022,,swilligaceae,,https://www.inaturalist.org/observations/117212834,117212834
ithaca,new york,42.483987,-76.536147,5,2022,y,larixlaricina,,https://www.inaturalist.org/observations/119876952,119876952
ithaca,new york,42.428269,-76.491618,5,2022,,rmross,,https://www.inaturalist.org/observations/118540593,118540593
ithaca,new york,42.428269,-76.491618,5,2022,,rmross,,https://www.inaturalist.org/observations/118540593,118540593
ithaca,new york,42.442248,-76.482041,5,2022,,t0nb0,,https://www.inaturalist.org/observations/118834117,118834117
ithaca,new york,42.442248,-76.482041,5,2022,,t0nb0,,https://www.inaturalist.org/observations/118834117,118834117
vestal,new york,42.091525,-75.961339,5,2022,,fm2571113,,https://www.inaturalist.org/observations/121326747,121326747
clinton,new york,43.048911,-75.40763,5,2022,,kmkusnerik,,https://www.inaturalist.org/observations/118599157,118599157
clinton,new york,43.048911,-75.40763,5,2022,,kmkusnerik,,https://www.inaturalist.org/observations/118599157,118599157
pleasantville,new york,41.108067,-73.808372,5,2022,,hakimdan,,https://www.inaturalist.org/observations/118672986,118672986
standfordville,new york,41.909278,-73.652978,5,2022,,judithcummins,,https://www.inaturalist.org/observations/119508639,119508639
smithfield,new york,41.909278,-73.652978,5,2022,,judithcummins,,https://www.inaturalist.org/observations/119508639,119508639
new haven,connecticut,41.3264,-72.903463,5,2022,,rashad07,,https://www.inaturalist.org/observations/118825907,118825907
wayland,massachusetts,42.355105,-71.370728,5,2022,,thesquig,,https://www.inaturalist.org/observations/120081149,120081149
tarrytown,new york,41.108067,-73.808372,5,2022,,hakimdan,,https://www.inaturalist.org/observations/118672986,118672986
bothell,washington,47.769753,-122.247475,4,2022,,aithne,,https://www.inaturalist.org/observations/119488058,119488058
bothell,washington,47.769753,-122.247475,4,2022,,aithne,,https://www.inaturalist.org/observations/119488058,119488058
lanesboro,minnesota,43.720751,-91.980498,4,2022,,odontoblast32,,https://www.inaturalist.org/observations/119795328,119795328
houston,minnesota,43.773287,-91.595178,4,2022,y,n0hot,,https://www.inaturalist.org/observations/118709442,118709442
rochester,wisconsin,42.751025,-88.229675,4,2022,,silvervalk,,https://www.inaturalist.org/observations/119501932,119501932
oak brook,illinois,41.830574,-87.933624,4,2022,,bspatafora,,https://www.inaturalist.org/observations/119443995,119443995
oak brook,illinois,41.830574,-87.933624,4,2022,,bspatafora,,https://www.inaturalist.org/observations/119443995,119443995
yellow springs,ohio,39.78983,-83.840775,4,2022,,peggy_sobczak,,https://www.inaturalist.org/observations/118563398,118563398
yellow springs,ohio,39.78983,-83.840775,4,2022,,peggy_sobczak,,https://www.inaturalist.org/observations/118563398,118563398
washington,michigan,42.735962,-83.064629,4,2022,yes,melonlike,,https://www.inaturalist.org/observations/119305220,119305220
powell,ohio,40.155009,-83.043873,4,2022,,agentfinnegan,,https://www.inaturalist.org/observations/119740911,119740911
powell,ohio,40.155009,-83.043873,4,2022,,agentfinnegan,,https://www.inaturalist.org/observations/119740911,119740911
sunbury,ohio,40.237881,-82.861361,4,2022,y,ohio_teresa,,https://www.inaturalist.org/observations/116352313,116352313
sunbury,ohio,40.237881,-82.861361,4,2022,,ohio_teresa,,https://www.inaturalist.org/observations/116352313,116352313
detroit,michigan,42.639679,-82.855232,4,2022,,frvsnt,,https://www.inaturalist.org/observations/120536302,120536302
granville,ohio,40.068761,-82.541938,4,2022,,sct319,,https://www.inaturalist.org/observations/124131792,124131792
boone,north carolina,36.211505,-81.648528,4,2022,,willa_rupp,,https://www.inaturalist.org/observations/116688249,116688249
boone,north carolina,36.211505,-81.648528,4,2022,,willa_rupp,,https://www.inaturalist.org/observations/116688249,116688249
north canton,ohio,40.845795,-81.402948,4,2022,,sbetz3,,https://www.inaturalist.org/observations/118705567,118705567
north canton,ohio,40.845795,-81.402948,4,2022,,sbetz3,,https://www.inaturalist.org/observations/118705567,118705567
novelty,ohio,41.491719,-81.333907,4,2022,,ryanp,,https://www.inaturalist.org/observations/119598344,119598344
novelty,ohio,41.491719,-81.333907,4,2022,,ryanp,,https://www.inaturalist.org/observations/119598344,119598344
mitchell,ontario,43.456325,-81.205458,4,2022,,dbmcc09,,https://www.inaturalist.org/observations/120097084,120097084
mitchell,ontario,43.456325,-81.205458,4,2022,,dbmcc09,,https://www.inaturalist.org/observations/120097084,120097084
pittsburg,pennsylvania,40.482055,-79.913138,4,2022,,bill_wimley,,https://www.inaturalist.org/observations/119477152,119477152
pittsburg,pennsylvania,40.482055,-79.913138,4,2022,,bill_wimley,,https://www.inaturalist.org/observations/119477152,119477152
pittsburg,pennsylvania,40.482005,-79.912978,4,2022,,bill_wimley,,https://www.inaturalist.org/observations/119477675,119477675
york,ontario,44.093487,-79.482933,4,2022,,lakehead2014,,https://www.inaturalist.org/observations/121634705,121634705
toronto,ontario,43.745586,-79.192324,4,2022,,cycer,,https://www.inaturalist.org/observations/120353237,120353237
toronto,ontario,43.748051,-79.191777,4,2022,,randyback,,https://www.inaturalist.org/observations/122937223,122937223
west seneca,new york,42.85397,-78.75235,4,2022,,sdziewa,,https://www.inaturalist.org/observations/139604399,139604399
kawartha lakes,ontario,44.353589,-78.721214,4,2022,y,theslothman,,https://www.inaturalist.org/observations/119483909,119483909
ellicotville,new york,42.332428,-78.639175,4,2022,,vincentoliverio,,https://www.inaturalist.org/observations/119004893,119004893
ellicotville,new york,42.332428,-78.639175,4,2022,,vincentoliverio,,https://www.inaturalist.org/observations/119004893,119004893
williamsburg,pennsylvania,40.482005,-78.17343,4,2022,,catspit,,https://www.inaturalist.org/observations/120930825,120930825
state college,pennsylvania,40.80563,-77.874938,4,2022,,sidneyb7,,https://www.inaturalist.org/observations/119269360,119269360
state college,pennsylvania,40.80563,-77.874938,4,2022,,sidneyb7,,https://www.inaturalist.org/observations/119269360,119269360
williamsport,maryland,39.583637,-77.652078,4,2022,,claire_zimmerman,,https://www.inaturalist.org/observations/116471299,116471299
hagerstown,maryland,39.583637,-77.652078,4,2022,,claire_zimmermann,,https://www.inaturalist.org/observations/116471299,116471299
virts corner,virginia,39.11195,-77.565842,4,2022,,amparodiez,,https://www.inaturalist.org/observations/116443973,116443973
watkins glen,new york,42.368978,-76.88308,4,2022,,jowoods,,https://www.inaturalist.org/observations/118983598,118983598
watkins glen,new york,42.368978,-76.88308,4,2022,,jowoods,,https://www.inaturalist.org/observations/118983598,118983598
ithaca,new york,42.4479,-76.491692,4,2022,,bernatree,,https://www.inaturalist.org/observations/120464288,120464288
ithaca,new york,42.4054,-76.428528,4,2022,,chelseriously,,https://www.inaturalist.org/observations/119338599,119338599
bloomsburg,pennsylvania,41.016501,-76.400306,4,2022,,evanghouston,,https://www.inaturalist.org/observations/117450844,117450844
bloomsburg,pennsylvania,41.016501,-76.400306,4,2022,y,evanghouston,,https://www.inaturalist.org/observations/117450844,117450844
lititz,pennsylvania,40.239437,-76.336907,4,2022,,homoaves,,https://www.inaturalist.org/observations/120193752,120193752
reading,pennsylvania,40.280522,-75.948928,4,2022,,clearwing_moth,,https://www.inaturalist.org/observations/121314803,121314803
chittenango,new york,43.037588,-75.868896,4,2022,,catmanoutdoors,,https://www.inaturalist.org/observations/120224278,120224278
scranton,pennsylvania,41.558005,-75.718995,4,2022,,cgranche,,https://www.inaturalist.org/observations/121513404,121513404
factoryville,pennsylvania,41.558005,-75.718995,4,2022,,cgranche,,https://www.inaturalist.org/observations/121513404,121513404
dalton,pennsylvania,41.555233,-75.717505,4,2022,,naturebr,,https://www.inaturalist.org/observations/121345424,121345424
warrington,pennsylvania,40.256386,-75.039491,4,2022,,maryah,,https://www.inaturalist.org/observations/116769366,116769366
jamison,pennsylvania,40.256386,-75.039491,4,2022,y,maryah,multiple,https://www.inaturalist.org/observations/116769366,116769366
flanders,new jersey,40.821288,-74.719497,4,2022,,ryabtm3,,https://www.inaturalist.org/observations/118652323,118652323
flanders,new jersey,40.821288,-74.719497,4,2022,yes,ryantm3,,https://www.inaturalist.org/observations/118652323,118652323
kingston,new york,41.924217,-74.021286,4,2022,,totalcatskills,,https://www.inaturalist.org/observations/118705646,118705646
brattleboro,vermont,42.849603,-72.587212,4,2022,,sschoenberger,,https://www.inaturalist.org/observations/119058353,119058353
hartford,vermont,43.645742,-72.417488,4,2022,,froggydame,,https://www.inaturalist.org/observations/118204532,118204532
hartford,vermont,43.645742,-72.417488,4,2022,,froggydame,,https://www.inaturalist.org/observations/118204532,118204532
fitchburg,pennsylvania,42.590388,-71.781363,4,2022,y,juliette24,,https://www.inaturalist.org/observations/130533970,130533970
fitchburg,masscheusettes,42.590388,-71.781363,4,2022,,juliette24,,https://www.inaturalist.org/observations/130533970,130533970
boston,massachusetts,42.455197,-71.083672,4,2022,,billmac,,https://www.inaturalist.org/observations/119039408,119039408
boston,masscheusettes,42.455197,-71.083672,4,2022,,billmac,,https://www.inaturalist.org/observations/119039408,119039408
cape breton,nova scotia,46.128789,-60.189412,4,2022,,julescameron,,https://www.inaturalist.org/observations/121956084,121956084
quincy,california,39.938033,-120.947145,3,2022,,mokunz,,https://www.inaturalist.org/observations/119266623,119266623
river falls,wisconsin,44.823792,-92.74453,3,2022,,aethers1,,https://www.inaturalist.org/observations/121328815,121328815
waukesha,wisconsin,42.99702,-88.32332,3,2022,,agsager24,,https://www.inaturalist.org/observations/109050387,109050387
downers grove,illinois,41.784712,-88.012962,3,2022,,kathleen587,,https://www.inaturalist.org/observations/118568702,118568702
downers grove,illinois,41.784712,-88.012962,3,2022,,kathleen587,,https://www.inaturalist.org/observations/118568702,118568702
chicago,illinois,41.8177,-87.826387,3,2022,,frisbeenose61,,https://www.inaturalist.org/observations/116595598,116595598
chicago,illinois,41.8177,-87.826387,3,2022,,frisbeenose61,,https://www.inaturalist.org/observations/116595598,116595598
cleveland,ohio,41.54513,-81.636249,3,2022,,kmauraf,,https://www.inaturalist.org/observations/119241386,119241386
pickering,ontario,43.888683,-79.16185,3,2022,,slicknjk,,https://www.inaturalist.org/observations/120376593,120376593
nazareth,pennsylvania,40.725687,-75.249394,3,2022,,jcos,,https://www.inaturalist.org/observations/116877010,116877010
frostburg,maryland,39.649124,-78.937452,2,2022,,aidanrf,,https://www.inaturalist.org/observations/121476245,121476245